SubjectID,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
c10xc11,32245.5,8940,16072.5,16135.5,5539.5,3328.5,18885,5928,1708.5,6181.5,2206.5,8401.5,2701.5,2020.5,6316.5,2355,24022.5,3975,0,4588.5,8301,954,18190.5,8685,1758,2436,2259,2455.5,6972,7584,5604,11484,1537.5,6826.5,3970.5,2505,7231.5,1557,5143.5,2356.5,4893,2401.5,6181.5,0,0,1488,2239.5,1551,3732,1096.5,12163.5,0,0,0,0,0,0,0,0,29257.5,8736,15694.5,17592,3076.5,3207,19617,6655.5,1288.5,6690,1129.5,6559.5,5400,1522.5,5059.5,3010.5,19086,6829.5,0,2712,6112.5,8478,18304.5,7441.5,2040,2458.5,3822,2124,7558.5,9051,7111.5,10389,1455,8544,4275,2842.5,7591.5,916.5,6477,4128,4515,1741.5,6696,0,0,1393.5,1612.5,1761,3385.5,1759.5,8277,0,0,0,0,0,0,0,0,0
c10xc12,32245.5,8940,16072.5,16135.5,5539.5,3328.5,18885,5928,1708.5,6181.5,2206.5,8401.5,2701.5,2020.5,6316.5,2355,24022.5,3975,0,4588.5,8301,954,18190.5,8685,1758,2436,2259,2455.5,6972,7584,5604,11484,1537.5,6826.5,3970.5,2505,7231.5,1557,5143.5,2356.5,4893,2401.5,6181.5,0,0,1488,2239.5,1551,3732,1096.5,12163.5,0,0,0,0,0,0,0,0,29257.5,8736,15694.5,17592,3076.5,3207,19617,6655.5,1288.5,6690,1129.5,6559.5,5400,1522.5,5059.5,3010.5,19086,6829.5,0,2712,6112.5,8478,18304.5,7441.5,2040,2458.5,3822,2124,7558.5,9051,7111.5,10389,1455,8544,4275,2842.5,7591.5,916.5,6477,4128,4515,1741.5,6696,0,0,1393.5,1612.5,1761,3385.5,1759.5,8277,0,0,0,0,0,0,0,0,0
c10xc13,32245.5,8940,16072.5,16135.5,5539.5,3328.5,18885,5928,1708.5,6181.5,2206.5,8401.5,2701.5,2020.5,6316.5,2355,24022.5,3975,0,4588.5,8301,954,18190.5,8685,1758,2436,2259,2455.5,6972,7584,5604,11484,1537.5,6826.5,3970.5,2505,7231.5,1557,5143.5,2356.5,4893,2401.5,6181.5,0,0,1488,2239.5,1551,3732,1096.5,12163.5,0,0,0,0,0,0,0,0,29257.5,8736,15694.5,17592,3076.5,3207,19617,6655.5,1288.5,6690,1129.5,6559.5,5400,1522.5,5059.5,3010.5,19086,6829.5,0,2712,6112.5,8478,18304.5,7441.5,2040,2458.5,3822,2124,7558.5,9051,7111.5,10389,1455,8544,4275,2842.5,7591.5,916.5,6477,4128,4515,1741.5,6696,0,0,1393.5,1612.5,1761,3385.5,1759.5,8277,0,0,0,0,0,0,0,0,0
c10xc14,32245.5,8940,16072.5,16135.5,5539.5,3328.5,18885,5928,1708.5,6181.5,2206.5,8401.5,2701.5,2020.5,6316.5,2355,24022.5,3975,0,4588.5,8301,954,18190.5,8685,1758,2436,2259,2455.5,6972,7584,5604,11484,1537.5,6826.5,3970.5,2505,7231.5,1557,5143.5,2356.5,4893,2401.5,6181.5,0,0,1488,2239.5,1551,3732,1096.5,12163.5,0,0,0,0,0,0,0,0,29257.5,8736,15694.5,17592,3076.5,3207,19617,6655.5,1288.5,6690,1129.5,6559.5,5400,1522.5,5059.5,3010.5,19086,6829.5,0,2712,6112.5,8478,18304.5,7441.5,2040,2458.5,3822,2124,7558.5,9051,7111.5,10389,1455,8544,4275,2842.5,7591.5,916.5,6477,4128,4515,1741.5,6696,0,0,1393.5,1612.5,1761,3385.5,1759.5,8277,0,0,0,0,0,0,0,0,0
c10xc15,32245.5,8940,16072.5,16135.5,5539.5,3328.5,18885,5928,1708.5,6181.5,2206.5,8401.5,2701.5,2020.5,6316.5,2355,24022.5,3975,0,4588.5,8301,954,18190.5,8685,1758,2436,2259,2455.5,6972,7584,5604,11484,1537.5,6826.5,3970.5,2505,7231.5,1557,5143.5,2356.5,4893,2401.5,6181.5,0,0,1488,2239.5,1551,3732,1096.5,12163.5,0,0,0,0,0,0,0,0,29257.5,8736,15694.5,17592,3076.5,3207,19617,6655.5,1288.5,6690,1129.5,6559.5,5400,1522.5,5059.5,3010.5,19086,6829.5,0,2712,6112.5,8478,18304.5,7441.5,2040,2458.5,3822,2124,7558.5,9051,7111.5,10389,1455,8544,4275,2842.5,7591.5,916.5,6477,4128,4515,1741.5,6696,0,0,1393.5,1612.5,1761,3385.5,1759.5,8277,0,0,0,0,0,0,0,0,0
c10xc16,32245.5,8940,16072.5,16135.5,5539.5,3328.5,18885,5928,1708.5,6181.5,2206.5,8401.5,2701.5,2020.5,6316.5,2355,24022.5,3975,0,4588.5,8301,954,18190.5,8685,1758,2436,2259,2455.5,6972,7584,5604,11484,1537.5,6826.5,3970.5,2505,7231.5,1557,5143.5,2356.5,4893,2401.5,6181.5,0,0,1488,2239.5,1551,3732,1096.5,12163.5,0,0,0,0,0,0,0,0,29257.5,8736,15694.5,17592,3076.5,3207,19617,6655.5,1288.5,6690,1129.5,6559.5,5400,1522.5,5059.5,3010.5,19086,6829.5,0,2712,6112.5,8478,18304.5,7441.5,2040,2458.5,3822,2124,7558.5,9051,7111.5,10389,1455,8544,4275,2842.5,7591.5,916.5,6477,4128,4515,1741.5,6696,0,0,1393.5,1612.5,1761,3385.5,1759.5,8277,0,0,0,0,0,0,0,0,0
c10xc17,32245.5,8940,16072.5,16135.5,5539.5,3328.5,18885,5928,1708.5,6181.5,2206.5,8401.5,2701.5,2020.5,6316.5,2355,24022.5,3975,0,4588.5,8301,954,18190.5,8685,1758,2436,2259,2455.5,6972,7584,5604,11484,1537.5,6826.5,3970.5,2505,7231.5,1557,5143.5,2356.5,4893,2401.5,6181.5,0,0,1488,2239.5,1551,3732,1096.5,12163.5,0,0,0,0,0,0,0,0,29257.5,8736,15694.5,17592,3076.5,3207,19617,6655.5,1288.5,6690,1129.5,6559.5,5400,1522.5,5059.5,3010.5,19086,6829.5,0,2712,6112.5,8478,18304.5,7441.5,2040,2458.5,3822,2124,7558.5,9051,7111.5,10389,1455,8544,4275,2842.5,7591.5,916.5,6477,4128,4515,1741.5,6696,0,0,1393.5,1612.5,1761,3385.5,1759.5,8277,0,0,0,0,0,0,0,0,0
c10xc18,32245.5,8940,16072.5,16135.5,5539.5,3328.5,18885,5928,1708.5,6181.5,2206.5,8401.5,2701.5,2020.5,6316.5,2355,24022.5,3975,0,4588.5,8301,954,18190.5,8685,1758,2436,2259,2455.5,6972,7584,5604,11484,1537.5,6826.5,3970.5,2505,7231.5,1557,5143.5,2356.5,4893,2401.5,6181.5,0,0,1488,2239.5,1551,3732,1096.5,12163.5,0,0,0,0,0,0,0,0,29257.5,8736,15694.5,17592,3076.5,3207,19617,6655.5,1288.5,6690,1129.5,6559.5,5400,1522.5,5059.5,3010.5,19086,6829.5,0,2712,6112.5,8478,18304.5,7441.5,2040,2458.5,3822,2124,7558.5,9051,7111.5,10389,1455,8544,4275,2842.5,7591.5,916.5,6477,4128,4515,1741.5,6696,0,0,1393.5,1612.5,1761,3385.5,1759.5,8277,0,0,0,0,0,0,0,0,0
c10xc1,32245.5,8940,16072.5,16135.5,5539.5,3328.5,18885,5928,1708.5,6181.5,2206.5,8401.5,2701.5,2020.5,6316.5,2355,24022.5,3975,0,4588.5,8301,954,18190.5,8685,1758,2436,2259,2455.5,6972,7584,5604,11484,1537.5,6826.5,3970.5,2505,7231.5,1557,5143.5,2356.5,4893,2401.5,6181.5,0,0,1488,2239.5,1551,3732,1096.5,12163.5,0,0,0,0,0,0,0,0,29257.5,8736,15694.5,17592,3076.5,3207,19617,6655.5,1288.5,6690,1129.5,6559.5,5400,1522.5,5059.5,3010.5,19086,6829.5,0,2712,6112.5,8478,18304.5,7441.5,2040,2458.5,3822,2124,7558.5,9051,7111.5,10389,1455,8544,4275,2842.5,7591.5,916.5,6477,4128,4515,1741.5,6696,0,0,1393.5,1612.5,1761,3385.5,1759.5,8277,0,0,0,0,0,0,0,0,0
