SubjectID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,80,81,82,83,84,85,86,87,88,89,90,91,92,93,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207
1003_3x1004_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1005_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1018_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1019_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1023_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1024_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1025_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1038_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1039_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
