SubjectID,21,22,23,24,25,26,27,28,29,30,31,32,33,34,41,42,43,44,45,46,47,48,49,50,61,62,63,64,65,66,67,68,81,82,83,84,85,86,87,88,89,90,91,92,101,102,121,122,161,162,163,164,165,166,181,182
S01xS02,31883.2489013672,31374.7741699219,23821.875,24687.0574951172,11013.6291503906,12292.0166015625,15835.8306884766,15011.6363525391,4505.37414550781,4818.87817382812,3325.57983398438,3226.98669433594,1946.38366699219,1741.44287109375,13338.8763427734,11964.111328125,12848.1262207031,12907.9467773438,8353.82995605469,8224.21875,9299.88098144531,11340.4266357422,5071.45385742188,5068.13049316406,3270.1904296875,3064.14184570312,10151.7700195312,11318.2708740234,5088.07067871094,4715.85388183594,2580.03845214844,1864.40734863281,20322.3724365234,17015.625,13008.7554931641,15557.7758789062,12478.125,13339.9841308594,3143.90258789062,3060.81848144531,5112.44201660156,5254.23889160156,7283.70666503906,8235.29663085938,4817.77038574219,4979.50744628906,7422.18017578125,8322.81188964844,0,0,0,0,0,0,0,0
S01xS03,31883.2489013672,31374.7741699219,23821.875,24687.0574951172,11013.6291503906,12292.0166015625,15835.8306884766,15011.6363525391,4505.37414550781,4818.87817382812,3325.57983398438,3226.98669433594,1946.38366699219,1741.44287109375,13338.8763427734,11964.111328125,12848.1262207031,12907.9467773438,8353.82995605469,8224.21875,9299.88098144531,11340.4266357422,5071.45385742188,5068.13049316406,3270.1904296875,3064.14184570312,10151.7700195312,11318.2708740234,5088.07067871094,4715.85388183594,2580.03845214844,1864.40734863281,20322.3724365234,17015.625,13008.7554931641,15557.7758789062,12478.125,13339.9841308594,3143.90258789062,3060.81848144531,5112.44201660156,5254.23889160156,7283.70666503906,8235.29663085938,4817.77038574219,4979.50744628906,7422.18017578125,8322.81188964844,0,0,0,0,0,0,0,0
S01xS04,31883.2489013672,31374.7741699219,23821.875,24687.0574951172,11013.6291503906,12292.0166015625,15835.8306884766,15011.6363525391,4505.37414550781,4818.87817382812,3325.57983398438,3226.98669433594,1946.38366699219,1741.44287109375,13338.8763427734,11964.111328125,12848.1262207031,12907.9467773438,8353.82995605469,8224.21875,9299.88098144531,11340.4266357422,5071.45385742188,5068.13049316406,3270.1904296875,3064.14184570312,10151.7700195312,11318.2708740234,5088.07067871094,4715.85388183594,2580.03845214844,1864.40734863281,20322.3724365234,17015.625,13008.7554931641,15557.7758789062,12478.125,13339.9841308594,3143.90258789062,3060.81848144531,5112.44201660156,5254.23889160156,7283.70666503906,8235.29663085938,4817.77038574219,4979.50744628906,7422.18017578125,8322.81188964844,0,0,0,0,0,0,0,0
S01xS05,31883.2489013672,31374.7741699219,23821.875,24687.0574951172,11013.6291503906,12292.0166015625,15835.8306884766,15011.6363525391,4505.37414550781,4818.87817382812,3325.57983398438,3226.98669433594,1946.38366699219,1741.44287109375,13338.8763427734,11964.111328125,12848.1262207031,12907.9467773438,8353.82995605469,8224.21875,9299.88098144531,11340.4266357422,5071.45385742188,5068.13049316406,3270.1904296875,3064.14184570312,10151.7700195312,11318.2708740234,5088.07067871094,4715.85388183594,2580.03845214844,1864.40734863281,20322.3724365234,17015.625,13008.7554931641,15557.7758789062,12478.125,13339.9841308594,3143.90258789062,3060.81848144531,5112.44201660156,5254.23889160156,7283.70666503906,8235.29663085938,4817.77038574219,4979.50744628906,7422.18017578125,8322.81188964844,0,0,0,0,0,0,0,0
S01xS06,31883.2489013672,31374.7741699219,23821.875,24687.0574951172,11013.6291503906,12292.0166015625,15835.8306884766,15011.6363525391,4505.37414550781,4818.87817382812,3325.57983398438,3226.98669433594,1946.38366699219,1741.44287109375,13338.8763427734,11964.111328125,12848.1262207031,12907.9467773438,8353.82995605469,8224.21875,9299.88098144531,11340.4266357422,5071.45385742188,5068.13049316406,3270.1904296875,3064.14184570312,10151.7700195312,11318.2708740234,5088.07067871094,4715.85388183594,2580.03845214844,1864.40734863281,20322.3724365234,17015.625,13008.7554931641,15557.7758789062,12478.125,13339.9841308594,3143.90258789062,3060.81848144531,5112.44201660156,5254.23889160156,7283.70666503906,8235.29663085938,4817.77038574219,4979.50744628906,7422.18017578125,8322.81188964844,0,0,0,0,0,0,0,0
S01xS07,31883.2489013672,31374.7741699219,23821.875,24687.0574951172,11013.6291503906,12292.0166015625,15835.8306884766,15011.6363525391,4505.37414550781,4818.87817382812,3325.57983398438,3226.98669433594,1946.38366699219,1741.44287109375,13338.8763427734,11964.111328125,12848.1262207031,12907.9467773438,8353.82995605469,8224.21875,9299.88098144531,11340.4266357422,5071.45385742188,5068.13049316406,3270.1904296875,3064.14184570312,10151.7700195312,11318.2708740234,5088.07067871094,4715.85388183594,2580.03845214844,1864.40734863281,20322.3724365234,17015.625,13008.7554931641,15557.7758789062,12478.125,13339.9841308594,3143.90258789062,3060.81848144531,5112.44201660156,5254.23889160156,7283.70666503906,8235.29663085938,4817.77038574219,4979.50744628906,7422.18017578125,8322.81188964844,0,0,0,0,0,0,0,0
S01xS08,31883.2489013672,31374.7741699219,23821.875,24687.0574951172,11013.6291503906,12292.0166015625,15835.8306884766,15011.6363525391,4505.37414550781,4818.87817382812,3325.57983398438,3226.98669433594,1946.38366699219,1741.44287109375,13338.8763427734,11964.111328125,12848.1262207031,12907.9467773438,8353.82995605469,8224.21875,9299.88098144531,11340.4266357422,5071.45385742188,5068.13049316406,3270.1904296875,3064.14184570312,10151.7700195312,11318.2708740234,5088.07067871094,4715.85388183594,2580.03845214844,1864.40734863281,20322.3724365234,17015.625,13008.7554931641,15557.7758789062,12478.125,13339.9841308594,3143.90258789062,3060.81848144531,5112.44201660156,5254.23889160156,7283.70666503906,8235.29663085938,4817.77038574219,4979.50744628906,7422.18017578125,8322.81188964844,0,0,0,0,0,0,0,0
S01xS09,31883.2489013672,31374.7741699219,23821.875,24687.0574951172,11013.6291503906,12292.0166015625,15835.8306884766,15011.6363525391,4505.37414550781,4818.87817382812,3325.57983398438,3226.98669433594,1946.38366699219,1741.44287109375,13338.8763427734,11964.111328125,12848.1262207031,12907.9467773438,8353.82995605469,8224.21875,9299.88098144531,11340.4266357422,5071.45385742188,5068.13049316406,3270.1904296875,3064.14184570312,10151.7700195312,11318.2708740234,5088.07067871094,4715.85388183594,2580.03845214844,1864.40734863281,20322.3724365234,17015.625,13008.7554931641,15557.7758789062,12478.125,13339.9841308594,3143.90258789062,3060.81848144531,5112.44201660156,5254.23889160156,7283.70666503906,8235.29663085938,4817.77038574219,4979.50744628906,7422.18017578125,8322.81188964844,0,0,0,0,0,0,0,0
S01xS10,31883.2489013672,31374.7741699219,23821.875,24687.0574951172,11013.6291503906,12292.0166015625,15835.8306884766,15011.6363525391,4505.37414550781,4818.87817382812,3325.57983398438,3226.98669433594,1946.38366699219,1741.44287109375,13338.8763427734,11964.111328125,12848.1262207031,12907.9467773438,8353.82995605469,8224.21875,9299.88098144531,11340.4266357422,5071.45385742188,5068.13049316406,3270.1904296875,3064.14184570312,10151.7700195312,11318.2708740234,5088.07067871094,4715.85388183594,2580.03845214844,1864.40734863281,20322.3724365234,17015.625,13008.7554931641,15557.7758789062,12478.125,13339.9841308594,3143.90258789062,3060.81848144531,5112.44201660156,5254.23889160156,7283.70666503906,8235.29663085938,4817.77038574219,4979.50744628906,7422.18017578125,8322.81188964844,0,0,0,0,0,0,0,0
