SubjectID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,80,81,82,83,84,85,86,87,88,89,90,91,92,93,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207
1003_3x1004_3,0,0,0,576,0,0,0,0,0,0,1989,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,574,1067,1126,0,0,18597,3040,2883,48568,49342,12262,12977,9,5,222908,222504,1025,4493,4114,643,444,3452,3866,0,0,1449,1502,4808,4883,8310,8620,4944,5100,19,32,1,2,0,0,41,0,4468,2199,3071,0,530,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4626,7271,5183,5027,2535,1915,10532,12513,3820,4105,0,0,3959,4074,5374,5973,1642,2225,2600,2263,4155,3110,8157,7227,2906,3032,0,0,7023,5990,0,0,12897,13615,9356,8522,2509,2305,6533,6111,2291,2362,20002,19713,6663,4776,4669,5435,723,992,3269,3366,9219,7075,16165,14912,3151,3264,0,0,4847,4767,4480,3401,1052,979,4207,5128,14851,15339,3117,3897,2683,2279,2560,2599,10069,13390,2311,2402,2537,2607,13931,16127,2456,2682,1127,1134,0,0,16373,16586,5524,6261,7960,8418,4953,4721,12601,12190,8752,7652,9091,9316,4579,4560,1672,1788
1003_3x1005_3,0,0,0,576,0,0,0,0,0,0,1989,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,574,1067,1126,0,0,18597,3040,2883,48568,49342,12262,12977,9,5,222908,222504,1025,4493,4114,643,444,3452,3866,0,0,1449,1502,4808,4883,8310,8620,4944,5100,19,32,1,2,0,0,41,0,4468,2199,3071,0,530,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4626,7271,5183,5027,2535,1915,10532,12513,3820,4105,0,0,3959,4074,5374,5973,1642,2225,2600,2263,4155,3110,8157,7227,2906,3032,0,0,7023,5990,0,0,12897,13615,9356,8522,2509,2305,6533,6111,2291,2362,20002,19713,6663,4776,4669,5435,723,992,3269,3366,9219,7075,16165,14912,3151,3264,0,0,4847,4767,4480,3401,1052,979,4207,5128,14851,15339,3117,3897,2683,2279,2560,2599,10069,13390,2311,2402,2537,2607,13931,16127,2456,2682,1127,1134,0,0,16373,16586,5524,6261,7960,8418,4953,4721,12601,12190,8752,7652,9091,9316,4579,4560,1672,1788
1003_3x1018_3,0,0,0,576,0,0,0,0,0,0,1989,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,574,1067,1126,0,0,18597,3040,2883,48568,49342,12262,12977,9,5,222908,222504,1025,4493,4114,643,444,3452,3866,0,0,1449,1502,4808,4883,8310,8620,4944,5100,19,32,1,2,0,0,41,0,4468,2199,3071,0,530,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4626,7271,5183,5027,2535,1915,10532,12513,3820,4105,0,0,3959,4074,5374,5973,1642,2225,2600,2263,4155,3110,8157,7227,2906,3032,0,0,7023,5990,0,0,12897,13615,9356,8522,2509,2305,6533,6111,2291,2362,20002,19713,6663,4776,4669,5435,723,992,3269,3366,9219,7075,16165,14912,3151,3264,0,0,4847,4767,4480,3401,1052,979,4207,5128,14851,15339,3117,3897,2683,2279,2560,2599,10069,13390,2311,2402,2537,2607,13931,16127,2456,2682,1127,1134,0,0,16373,16586,5524,6261,7960,8418,4953,4721,12601,12190,8752,7652,9091,9316,4579,4560,1672,1788
1003_3x1019_3,0,0,0,576,0,0,0,0,0,0,1989,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,574,1067,1126,0,0,18597,3040,2883,48568,49342,12262,12977,9,5,222908,222504,1025,4493,4114,643,444,3452,3866,0,0,1449,1502,4808,4883,8310,8620,4944,5100,19,32,1,2,0,0,41,0,4468,2199,3071,0,530,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4626,7271,5183,5027,2535,1915,10532,12513,3820,4105,0,0,3959,4074,5374,5973,1642,2225,2600,2263,4155,3110,8157,7227,2906,3032,0,0,7023,5990,0,0,12897,13615,9356,8522,2509,2305,6533,6111,2291,2362,20002,19713,6663,4776,4669,5435,723,992,3269,3366,9219,7075,16165,14912,3151,3264,0,0,4847,4767,4480,3401,1052,979,4207,5128,14851,15339,3117,3897,2683,2279,2560,2599,10069,13390,2311,2402,2537,2607,13931,16127,2456,2682,1127,1134,0,0,16373,16586,5524,6261,7960,8418,4953,4721,12601,12190,8752,7652,9091,9316,4579,4560,1672,1788
1003_3x1023_3,0,0,0,576,0,0,0,0,0,0,1989,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,574,1067,1126,0,0,18597,3040,2883,48568,49342,12262,12977,9,5,222908,222504,1025,4493,4114,643,444,3452,3866,0,0,1449,1502,4808,4883,8310,8620,4944,5100,19,32,1,2,0,0,41,0,4468,2199,3071,0,530,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4626,7271,5183,5027,2535,1915,10532,12513,3820,4105,0,0,3959,4074,5374,5973,1642,2225,2600,2263,4155,3110,8157,7227,2906,3032,0,0,7023,5990,0,0,12897,13615,9356,8522,2509,2305,6533,6111,2291,2362,20002,19713,6663,4776,4669,5435,723,992,3269,3366,9219,7075,16165,14912,3151,3264,0,0,4847,4767,4480,3401,1052,979,4207,5128,14851,15339,3117,3897,2683,2279,2560,2599,10069,13390,2311,2402,2537,2607,13931,16127,2456,2682,1127,1134,0,0,16373,16586,5524,6261,7960,8418,4953,4721,12601,12190,8752,7652,9091,9316,4579,4560,1672,1788
1003_3x1024_3,0,0,0,576,0,0,0,0,0,0,1989,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,574,1067,1126,0,0,18597,3040,2883,48568,49342,12262,12977,9,5,222908,222504,1025,4493,4114,643,444,3452,3866,0,0,1449,1502,4808,4883,8310,8620,4944,5100,19,32,1,2,0,0,41,0,4468,2199,3071,0,530,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4626,7271,5183,5027,2535,1915,10532,12513,3820,4105,0,0,3959,4074,5374,5973,1642,2225,2600,2263,4155,3110,8157,7227,2906,3032,0,0,7023,5990,0,0,12897,13615,9356,8522,2509,2305,6533,6111,2291,2362,20002,19713,6663,4776,4669,5435,723,992,3269,3366,9219,7075,16165,14912,3151,3264,0,0,4847,4767,4480,3401,1052,979,4207,5128,14851,15339,3117,3897,2683,2279,2560,2599,10069,13390,2311,2402,2537,2607,13931,16127,2456,2682,1127,1134,0,0,16373,16586,5524,6261,7960,8418,4953,4721,12601,12190,8752,7652,9091,9316,4579,4560,1672,1788
1003_3x1025_3,0,0,0,576,0,0,0,0,0,0,1989,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,574,1067,1126,0,0,18597,3040,2883,48568,49342,12262,12977,9,5,222908,222504,1025,4493,4114,643,444,3452,3866,0,0,1449,1502,4808,4883,8310,8620,4944,5100,19,32,1,2,0,0,41,0,4468,2199,3071,0,530,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4626,7271,5183,5027,2535,1915,10532,12513,3820,4105,0,0,3959,4074,5374,5973,1642,2225,2600,2263,4155,3110,8157,7227,2906,3032,0,0,7023,5990,0,0,12897,13615,9356,8522,2509,2305,6533,6111,2291,2362,20002,19713,6663,4776,4669,5435,723,992,3269,3366,9219,7075,16165,14912,3151,3264,0,0,4847,4767,4480,3401,1052,979,4207,5128,14851,15339,3117,3897,2683,2279,2560,2599,10069,13390,2311,2402,2537,2607,13931,16127,2456,2682,1127,1134,0,0,16373,16586,5524,6261,7960,8418,4953,4721,12601,12190,8752,7652,9091,9316,4579,4560,1672,1788
1003_3x1038_3,0,0,0,576,0,0,0,0,0,0,1989,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,574,1067,1126,0,0,18597,3040,2883,48568,49342,12262,12977,9,5,222908,222504,1025,4493,4114,643,444,3452,3866,0,0,1449,1502,4808,4883,8310,8620,4944,5100,19,32,1,2,0,0,41,0,4468,2199,3071,0,530,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4626,7271,5183,5027,2535,1915,10532,12513,3820,4105,0,0,3959,4074,5374,5973,1642,2225,2600,2263,4155,3110,8157,7227,2906,3032,0,0,7023,5990,0,0,12897,13615,9356,8522,2509,2305,6533,6111,2291,2362,20002,19713,6663,4776,4669,5435,723,992,3269,3366,9219,7075,16165,14912,3151,3264,0,0,4847,4767,4480,3401,1052,979,4207,5128,14851,15339,3117,3897,2683,2279,2560,2599,10069,13390,2311,2402,2537,2607,13931,16127,2456,2682,1127,1134,0,0,16373,16586,5524,6261,7960,8418,4953,4721,12601,12190,8752,7652,9091,9316,4579,4560,1672,1788
1003_3x1039_3,0,0,0,576,0,0,0,0,0,0,1989,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,574,1067,1126,0,0,18597,3040,2883,48568,49342,12262,12977,9,5,222908,222504,1025,4493,4114,643,444,3452,3866,0,0,1449,1502,4808,4883,8310,8620,4944,5100,19,32,1,2,0,0,41,0,4468,2199,3071,0,530,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4626,7271,5183,5027,2535,1915,10532,12513,3820,4105,0,0,3959,4074,5374,5973,1642,2225,2600,2263,4155,3110,8157,7227,2906,3032,0,0,7023,5990,0,0,12897,13615,9356,8522,2509,2305,6533,6111,2291,2362,20002,19713,6663,4776,4669,5435,723,992,3269,3366,9219,7075,16165,14912,3151,3264,0,0,4847,4767,4480,3401,1052,979,4207,5128,14851,15339,3117,3897,2683,2279,2560,2599,10069,13390,2311,2402,2537,2607,13931,16127,2456,2682,1127,1134,0,0,16373,16586,5524,6261,7960,8418,4953,4721,12601,12190,8752,7652,9091,9316,4579,4560,1672,1788
