SubjectID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
g10xg1,0,0,0,12808,0,14589,10377,0,3839,14669,9750,7998,6985,3097,2873,13160,85231,2822,7250,5311,2843,5746,0,0,0,132817,0,23311,3380,2578,4842,0,3335,0,3650,4603,0,7115,8251,10548,1648,2896,2984,3950,7463,11537,2261,9918,3189,2826,2448,14881,0,0,3958,0,0,5850,4281,36531,5102,1019,426,6631,4760,12627,4252,14943,13504,0,0,0,0,0,0,0,0,0,0,9633,0,15628,10963,0,2082,16207,7664,6435,6626,3769,3910,14813,68542,2844,7500,4624,3858,4780,0,0,0,132765,0,22180,3665,2930,5100,0,3739,0,3712,4617,0,8727,6242,11242,1209,2486,3153,3549,9570,12474,1881,10621,3986,3609,3290,15945,0,0,4168,0,0,6055,4873,42006,5809,546,461,4957,3579,10102,3743,15140,13180,0,0,0,0,0,0,0
g10xg2,0,0,0,12808,0,14589,10377,0,3839,14669,9750,7998,6985,3097,2873,13160,85231,2822,7250,5311,2843,5746,0,0,0,132817,0,23311,3380,2578,4842,0,3335,0,3650,4603,0,7115,8251,10548,1648,2896,2984,3950,7463,11537,2261,9918,3189,2826,2448,14881,0,0,3958,0,0,5850,4281,36531,5102,1019,426,6631,4760,12627,4252,14943,13504,0,0,0,0,0,0,0,0,0,0,9633,0,15628,10963,0,2082,16207,7664,6435,6626,3769,3910,14813,68542,2844,7500,4624,3858,4780,0,0,0,132765,0,22180,3665,2930,5100,0,3739,0,3712,4617,0,8727,6242,11242,1209,2486,3153,3549,9570,12474,1881,10621,3986,3609,3290,15945,0,0,4168,0,0,6055,4873,42006,5809,546,461,4957,3579,10102,3743,15140,13180,0,0,0,0,0,0,0
g10xg3,0,0,0,12808,0,14589,10377,0,3839,14669,9750,7998,6985,3097,2873,13160,85231,2822,7250,5311,2843,5746,0,0,0,132817,0,23311,3380,2578,4842,0,3335,0,3650,4603,0,7115,8251,10548,1648,2896,2984,3950,7463,11537,2261,9918,3189,2826,2448,14881,0,0,3958,0,0,5850,4281,36531,5102,1019,426,6631,4760,12627,4252,14943,13504,0,0,0,0,0,0,0,0,0,0,9633,0,15628,10963,0,2082,16207,7664,6435,6626,3769,3910,14813,68542,2844,7500,4624,3858,4780,0,0,0,132765,0,22180,3665,2930,5100,0,3739,0,3712,4617,0,8727,6242,11242,1209,2486,3153,3549,9570,12474,1881,10621,3986,3609,3290,15945,0,0,4168,0,0,6055,4873,42006,5809,546,461,4957,3579,10102,3743,15140,13180,0,0,0,0,0,0,0
g10xg4,0,0,0,12808,0,14589,10377,0,3839,14669,9750,7998,6985,3097,2873,13160,85231,2822,7250,5311,2843,5746,0,0,0,132817,0,23311,3380,2578,4842,0,3335,0,3650,4603,0,7115,8251,10548,1648,2896,2984,3950,7463,11537,2261,9918,3189,2826,2448,14881,0,0,3958,0,0,5850,4281,36531,5102,1019,426,6631,4760,12627,4252,14943,13504,0,0,0,0,0,0,0,0,0,0,9633,0,15628,10963,0,2082,16207,7664,6435,6626,3769,3910,14813,68542,2844,7500,4624,3858,4780,0,0,0,132765,0,22180,3665,2930,5100,0,3739,0,3712,4617,0,8727,6242,11242,1209,2486,3153,3549,9570,12474,1881,10621,3986,3609,3290,15945,0,0,4168,0,0,6055,4873,42006,5809,546,461,4957,3579,10102,3743,15140,13180,0,0,0,0,0,0,0
g10xg5,0,0,0,12808,0,14589,10377,0,3839,14669,9750,7998,6985,3097,2873,13160,85231,2822,7250,5311,2843,5746,0,0,0,132817,0,23311,3380,2578,4842,0,3335,0,3650,4603,0,7115,8251,10548,1648,2896,2984,3950,7463,11537,2261,9918,3189,2826,2448,14881,0,0,3958,0,0,5850,4281,36531,5102,1019,426,6631,4760,12627,4252,14943,13504,0,0,0,0,0,0,0,0,0,0,9633,0,15628,10963,0,2082,16207,7664,6435,6626,3769,3910,14813,68542,2844,7500,4624,3858,4780,0,0,0,132765,0,22180,3665,2930,5100,0,3739,0,3712,4617,0,8727,6242,11242,1209,2486,3153,3549,9570,12474,1881,10621,3986,3609,3290,15945,0,0,4168,0,0,6055,4873,42006,5809,546,461,4957,3579,10102,3743,15140,13180,0,0,0,0,0,0,0
g10xg6,0,0,0,12808,0,14589,10377,0,3839,14669,9750,7998,6985,3097,2873,13160,85231,2822,7250,5311,2843,5746,0,0,0,132817,0,23311,3380,2578,4842,0,3335,0,3650,4603,0,7115,8251,10548,1648,2896,2984,3950,7463,11537,2261,9918,3189,2826,2448,14881,0,0,3958,0,0,5850,4281,36531,5102,1019,426,6631,4760,12627,4252,14943,13504,0,0,0,0,0,0,0,0,0,0,9633,0,15628,10963,0,2082,16207,7664,6435,6626,3769,3910,14813,68542,2844,7500,4624,3858,4780,0,0,0,132765,0,22180,3665,2930,5100,0,3739,0,3712,4617,0,8727,6242,11242,1209,2486,3153,3549,9570,12474,1881,10621,3986,3609,3290,15945,0,0,4168,0,0,6055,4873,42006,5809,546,461,4957,3579,10102,3743,15140,13180,0,0,0,0,0,0,0
g10xg7,0,0,0,12808,0,14589,10377,0,3839,14669,9750,7998,6985,3097,2873,13160,85231,2822,7250,5311,2843,5746,0,0,0,132817,0,23311,3380,2578,4842,0,3335,0,3650,4603,0,7115,8251,10548,1648,2896,2984,3950,7463,11537,2261,9918,3189,2826,2448,14881,0,0,3958,0,0,5850,4281,36531,5102,1019,426,6631,4760,12627,4252,14943,13504,0,0,0,0,0,0,0,0,0,0,9633,0,15628,10963,0,2082,16207,7664,6435,6626,3769,3910,14813,68542,2844,7500,4624,3858,4780,0,0,0,132765,0,22180,3665,2930,5100,0,3739,0,3712,4617,0,8727,6242,11242,1209,2486,3153,3549,9570,12474,1881,10621,3986,3609,3290,15945,0,0,4168,0,0,6055,4873,42006,5809,546,461,4957,3579,10102,3743,15140,13180,0,0,0,0,0,0,0
g10xg8,0,0,0,12808,0,14589,10377,0,3839,14669,9750,7998,6985,3097,2873,13160,85231,2822,7250,5311,2843,5746,0,0,0,132817,0,23311,3380,2578,4842,0,3335,0,3650,4603,0,7115,8251,10548,1648,2896,2984,3950,7463,11537,2261,9918,3189,2826,2448,14881,0,0,3958,0,0,5850,4281,36531,5102,1019,426,6631,4760,12627,4252,14943,13504,0,0,0,0,0,0,0,0,0,0,9633,0,15628,10963,0,2082,16207,7664,6435,6626,3769,3910,14813,68542,2844,7500,4624,3858,4780,0,0,0,132765,0,22180,3665,2930,5100,0,3739,0,3712,4617,0,8727,6242,11242,1209,2486,3153,3549,9570,12474,1881,10621,3986,3609,3290,15945,0,0,4168,0,0,6055,4873,42006,5809,546,461,4957,3579,10102,3743,15140,13180,0,0,0,0,0,0,0
g10xg9,0,0,0,12808,0,14589,10377,0,3839,14669,9750,7998,6985,3097,2873,13160,85231,2822,7250,5311,2843,5746,0,0,0,132817,0,23311,3380,2578,4842,0,3335,0,3650,4603,0,7115,8251,10548,1648,2896,2984,3950,7463,11537,2261,9918,3189,2826,2448,14881,0,0,3958,0,0,5850,4281,36531,5102,1019,426,6631,4760,12627,4252,14943,13504,0,0,0,0,0,0,0,0,0,0,9633,0,15628,10963,0,2082,16207,7664,6435,6626,3769,3910,14813,68542,2844,7500,4624,3858,4780,0,0,0,132765,0,22180,3665,2930,5100,0,3739,0,3712,4617,0,8727,6242,11242,1209,2486,3153,3549,9570,12474,1881,10621,3986,3609,3290,15945,0,0,4168,0,0,6055,4873,42006,5809,546,461,4957,3579,10102,3743,15140,13180,0,0,0,0,0,0,0
